product_id,name,category,subcategory,unit_price,cost,price_outlier,catalog_name,catalog_category,catalog_price,catalog_cost,stock_units,_merge
237,Against Skincare,Beauty & Health,Skincare,335.88,253.44,False,,,,,,left_only
238,Able Haircare,Beauty & Health,Haircare,192.17,70.24,False,Able Haircare,Beauty & Health,195.3313822,70.24,35.0,both
239,Increase Haircare,Beauty & Health,Haircare,517.8,395.89,False,Increase Haircare,Beauty & Health,513.2767912,395.89,386.0,both
240,Military Supplement,Beauty & Health,Supplements,555.47,231.95,False,Military Supplement,Beauty & Health,559.5904549,231.95,223.0,both
241,Low Personal Care,Beauty & Health,Personal Care,306.12,220.38,False,Low Personal Care,Beauty & Health,314.0200975,220.38,398.0,both
242,Huge Personal Care,Beauty & Health,Personal Care,166.1,79.41,False,Huge Personal Care,Beauty & Health,166.7208233,79.41,281.0,both
243,Son Personal Care,Beauty & Health,Personal Care,746.93,389.57,False,Son Personal Care,Beauty & Health,743.2310143,389.57,467.0,both
244,Thus Supplement,Beauty & Health,Supplements,263.25,101.87,False,Thus Supplement,Beauty & Health,263.595536,101.87,58.0,both
245,Throughout Personal Care,Beauty & Health,Personal Care,11506.5,104.23,True,Throughout Personal Care,Beauty & Health,11782.86461,104.23,354.0,both
246,Close Personal Care,Beauty & Health,Personal Care,574.84,237.52,False,Close Personal Care,Beauty & Health,586.1040412,237.52,339.0,both
247,Good Haircare,Beauty & Health,Haircare,708.26,326.34,False,Good Haircare,Beauty & Health,720.4388418,326.34,359.0,both
248,Generation Haircare,Beauty & Health,Haircare,75.61,55.58,False,Generation Haircare,Beauty & Health,77.34200074,55.58,137.0,both
249,Across Skincare,Beauty & Health,Skincare,682.27,293.31,False,Across Skincare,Beauty & Health,700.189768,293.31,129.0,both
250,Discover Haircare,Beauty & Health,Haircare,8284.0,112.79,True,Discover Haircare,Beauty & Health,8289.762318,112.79,245.0,both
251,College Fiction,Books & Media,Fiction,439.11,332.5,False,College Fiction,Books & Media,438.5662038,332.5,34.0,both
252,Property Non-Fiction,Books & Media,Non-Fiction,274.43,180.49,False,Property Non-Fiction,Books & Media,284.5381628,180.49,443.0,both
253,Happen Fiction,Books & Media,Fiction,621.95,347.91,False,Happen Fiction,Books & Media,611.3149296,347.91,232.0,both
254,Them Children,Books & Media,Children,286.86,179.03,False,Them Children,Books & Media,294.0105313,179.03,261.0,both
255,Activity Non-Fiction,Books & Media,Non-Fiction,249.2,157.52,False,Activity Non-Fiction,Books & Media,254.3217637,157.52,198.0,both
256,Baby Non-Fiction,Books & Media,Non-Fiction,537.93,197.5,False,Baby Non-Fiction,Books & Media,528.6649475,197.5,114.0,both
257,Minute Children,Books & Media,Children,8.4,4.21,False,Minute Children,Books & Media,8.447087065,4.21,434.0,both
258,Difference Fiction,Books & Media,Fiction,626.09,300.08,False,Difference Fiction,Books & Media,623.0426171,300.08,413.0,both
259,Hundred Fiction,Books & Media,Fiction,533.22,352.88,False,,,,,,left_only
260,Form Media,Books & Media,Media,619.66,308.31,False,Form Media,Books & Media,620.0114628,308.31,185.0,both
261,Especially Fiction,Books & Media,Fiction,429.63,235.83,False,Especially Fiction,Books & Media,430.3677909,235.83,54.0,both
262,Case Media,Books & Media,Media,214.85,82.77,False,,,,,,left_only
263,Way Media,Books & Media,Media,222.36,110.05,False,,,,,,left_only
264,Include Non-Fiction,Books & Media,Non-Fiction,16.2,9.81,False,Include Non-Fiction,Books & Media,16.13297978,9.81,91.0,both
265,Create Non-Fiction,Books & Media,Non-Fiction,839.64,394.64,False,Create Non-Fiction,Books & Media,835.8181287,394.64,321.0,both
266,Feeling Non-Fiction,Books & Media,Non-Fiction,110.99,46.6,False,Feeling Non-Fiction,Books & Media,115.1127186,46.6,198.0,both
267,Born Fiction,Books & Media,Fiction,253.7,110.91,False,Born Fiction,Books & Media,251.739429,110.91,371.0,both
268,Machine Media,Books & Media,Media,23.79,11.06,False,Machine Media,Books & Media,24.40864115,11.06,214.0,both
269,Note Non-Fiction,Books & Media,Non-Fiction,603.81,359.81,False,Note Non-Fiction,Books & Media,609.6404696,359.81,404.0,both
270,Environmental Non-Fiction,Books & Media,Non-Fiction,34872.0,252.13,True,Environmental Non-Fiction,Books & Media,34712.3703,252.13,16.0,both
271,Create Children,Books & Media,Children,756.22,308.09,False,Create Children,Books & Media,791.2298781,308.09,283.0,both
272,Pass Children,Books & Media,Children,5.69,3.58,False,Pass Children,Books & Media,5.657648023,3.58,422.0,both
273,Ask Children,Books & Media,Children,560.24,289.19,False,Ask Children,Books & Media,553.4804706,289.19,85.0,both
274,Product Children,Books & Media,Children,528.78,235.72,False,Product Children,Books & Media,522.1918351,235.72,27.0,both
275,Culture Children,Books & Media,Children,82.62,41.15,False,Culture Children,Books & Media,84.89791709,41.15,221.0,both
276,Recently Non-Fiction,Books & Media,Non-Fiction,341.21,131.91,False,Recently Non-Fiction,Books & Media,353.5896929,131.91,370.0,both
277,Your Non-Fiction,Books & Media,Non-Fiction,437.32,214.4,False,,,,,,left_only
278,Page Fiction,Books & Media,Fiction,402.71,276.82,False,Page Fiction,Books & Media,402.7224978,276.82,176.0,both
279,Scientist Non-Fiction,Books & Media,Non-Fiction,226.81,166.06,False,Scientist Non-Fiction,Books & Media,236.7183543,166.06,209.0,both
280,Start Fiction,Books & Media,Fiction,121.8,43.74,False,Start Fiction,Books & Media,127.7717479,43.74,336.0,both
281,Citizen Non-Fiction,Books & Media,Non-Fiction,146.98,90.63,False,Citizen Non-Fiction,Books & Media,152.7405162,90.63,59.0,both
282,Discuss Fiction,Books & Media,Fiction,280.61,104.81,False,,,,,,left_only
283,Strategy Children,Books & Media,Children,680.49,258.28,False,Strategy Children,Books & Media,694.5366442,258.28,194.0,both
284,Do Fiction,Books & Media,Fiction,228.9,138.3,False,Do Fiction,Books & Media,231.5713074,138.3,303.0,both
285,Foot Children,Books & Media,Children,667.54,317.07,False,Foot Children,Books & Media,694.8886446,317.07,124.0,both
286,Give Non-Fiction,Books & Media,Non-Fiction,47.93,20.54,False,Give Non-Fiction,Books & Media,47.44226212,20.54,157.0,both
287,Total Fiction,Books & Media,Fiction,754.14,370.71,False,Total Fiction,Books & Media,752.1836547,370.71,336.0,both
288,Beyond Media,Books & Media,Media,515.26,355.32,False,Beyond Media,Books & Media,540.4669827,355.32,161.0,both
289,Available Non-Fiction,Books & Media,Non-Fiction,635.36,370.15,False,Available Non-Fiction,Books & Media,656.2244441,370.15,28.0,both
290,Administration Children,Books & Media,Children,908.96,374.06,False,Administration Children,Books & Media,913.9530302,374.06,97.0,both
291,Since Non-Fiction,Books & Media,Non-Fiction,19.78,13.68,False,Since Non-Fiction,Books & Media,19.91295961,13.68,281.0,both
292,Store Fiction,Books & Media,Fiction,425.68,267.92,False,Store Fiction,Books & Media,433.5011503,267.92,196.0,both
293,Almost Non-Fiction,Books & Media,Non-Fiction,709.48,295.78,False,Almost Non-Fiction,Books & Media,718.9819433,295.78,305.0,both
294,Owner Non-Fiction,Books & Media,Non-Fiction,141.94,81.46,False,,,,,,left_only
295,Among Media,Books & Media,Media,139.02,92.57,False,Among Media,Books & Media,144.6639472,92.57,365.0,both
296,Question Non-Fiction,Books & Media,Non-Fiction,361.73,148.56,False,,,,,,left_only
297,Want Media,Books & Media,Media,89.43,64.11,False,Want Media,Books & Media,90.73013622,64.11,423.0,both
298,Wait Media,Books & Media,Media,238.39,153.1,False,Wait Media,Books & Media,238.5887046,153.1,281.0,both
299,Know Non-Fiction,Books & Media,Non-Fiction,725.08,274.72,False,Know Non-Fiction,Books & Media,760.0830796,274.72,85.0,both
300,Those Non-Fiction,Books & Media,Non-Fiction,133.29,87.08,False,Those Non-Fiction,Books & Media,133.2625662,87.08,0.0,both
9000,,,,,,,Small Prototype,Books & Media,38.48,34.07,16.0,right_only
9001,,,,,,,Standard Prototype,Beauty & Health,97.52,140.67,50.0,right_only
9002,,,,,,,Executive Prototype,Apparel,47.71,103.54,31.0,right_only
9003,,,,,,,Task Prototype,Sports & Outdoors,121.02,94.13,30.0,right_only
9004,,,,,,,Growth Prototype,Beauty & Health,75.01,68.96,8.0,right_only
9005,,,,,,,Suddenly Prototype,Home & Kitchen,174.9,72.38,46.0,right_only
9006,,,,,,,Individual Prototype,Apparel,288.34,131.09,11.0,right_only
9007,,,,,,,Leader Prototype,Sports & Outdoors,107.98,61.73,24.0,right_only
9008,,,,,,,Sign Prototype,Electronics,274.14,91.39,4.0,right_only
9009,,,,,,,Trial Prototype,Electronics,141.54,132.01,49.0,right_only
9010,,,,,,,Attention Prototype,Beauty & Health,157.72,14.75,35.0,right_only
9011,,,,,,,Boy Prototype,Sports & Outdoors,38.5,35.74,33.0,right_only
